Product_name,Product_price,Product_URL,Brand,Location,Product_Rating
Kabel Data Samsung Galaxy A31 A21s M21 Original Sein Fast Charging USB Type C,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/3ez5hkh-jual-kabel-data-samsung-galaxy-a31-a21s-m21-original-sein-fast-charging-usb-type-c,Samsung,Jakarta Barat,5
Kabel Data Samsung Galaxy S20 S20 Plus S20 Ultra Original Sein Super Fast Charging Type C,Rp180.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/2vjn6kx-jual-kabel-data-samsung-galaxy-s20-s20-plus-s20-ultra-original-sein-super-fast-charging-type-c,Samsung,Jakarta Barat,None
Kabel Data Samsung Galaxy S10 S10e S10 Plus Original Sein Fast Charging USB Type C,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/1d397w6-jual-kabel-data-samsung-galaxy-s10-s10e-s10-plus-original-sein-fast-charging-usb-type-c,Samsung,Jakarta Barat,5
Charger Samsung Galaxy S9 S9 Plus Original SEIN Fast Charging Type C,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/gbgvny-jual-charger-samsung-galaxy-s9-s9-plus-original-sein-fast-charging-type-c,Samsung,Jakarta Barat,5
samsung A22 baru,Rp2.900.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gmac94-jual-samsung-a22-baru,Samsung,Solo,5
Charger Samsung Galaxy Z Fold 3 ORIGINAL Super Fast Charging 25 Watt,Rp130.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtft34-jual-charger-samsung-galaxy-z-fold-3-original-super-fast-charging-25-watt,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy Note 10 Note 10 Plus ORIGINAL SEIN 25 Watt,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/2ju39os-jual-charger-samsung-galaxy-note-10-note-10-plus-original-sein-25-watt,Samsung,Jakarta Pusat,5
Charger samsung galaxy Note 10 Note 10 Plus Original Sein 25 Watt Super Fast Charging,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/2jshx6k-jual-charger-samsung-galaxy-note-10-note-10-plus-original-sein-25-watt-super-fast-charging,Samsung,Jakarta Barat,4
Handphone samsung a50 4/64gb internal hp aja second seken bekas murah,Rp1.700.000,https://www.bukalapak.com/p/handphone/hp-smartphone/4bkb71g-jual-handphone-samsung-a50-4-64gb-internal-hp-aja-second-seken-bekas-murah,Samsung,Kab. Bogor,5
Samsung Note 20 Ultra - Garansi RESMI,Rp12.800.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/44q74b0-jual-samsung-note-20-ultra-garansi-resmi,Samsung,Depok,5
Samsung Galaxy A52s 5G,Rp6.300.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gvpiq4-jual-samsung-galaxy-a52s-5g,Samsung,Jakarta Pusat,5
Samsung Galaxy J8 3-32 GB Garansi Resmi 1 Tahun,Rp2.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/20qhlmp-jual-samsung-galaxy-j8-3-32-gb-garansi-resmi-1-tahun,Samsung,Jakarta Barat,5
Samsung Galaxy A52s 5G 256gb Grs Resmi Samsung Indonesia SEIN,Rp5.579.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gkw9va-jual-samsung-galaxy-a52s-5g-256gb-grs-resmi-samsung-indonesia-sein,Samsung,Jakarta Pusat,None
Samsung Galaxy J4 Plus Dual Sim Resmi SEIN Paling Murah Boss,Rp625.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/27mwedu-jual-samsung-galaxy-j4-plus-dual-sim-resmi-sein-paling-murah-boss,Samsung,Depok,4.8
Samsung Galaxy Note 20 Ultra - 5G - 12 - 256GB Dual Sim Second,Rp10.900.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4fxfpad-jual-samsung-galaxy-note-20-ultra-5g-12-256gb-dual-sim-second,Samsung,Jakarta Barat,5
Charger Samsung Galaxy A5 A7 2017 ORIGINAL Fast Charging USB C,Rp50.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtb4qy-jual-charger-samsung-galaxy-a5-a7-2017-original-fast-charging-usb-c,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy Z Flip 3 ORIGINAL Super Fast Charging 25 Watt,Rp130.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtfst4-jual-charger-samsung-galaxy-z-flip-3-original-super-fast-charging-25-watt,Samsung,Jakarta Pusat,None
HP SAMSUNG M20,Rp2.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4h3dv47-jual-hp-samsung-m20,Samsung,Kab. Tangerang,5
Samsung Galaxy M32 8 128 Baru Garansi Resmi,Rp3.099.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gshzup-jual-samsung-galaxy-m32-8-128-baru-garansi-resmi,Samsung,Bantul,None
samsung j7 prime minus LCD,Rp300.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4h2xjfd-jual-samsung-j7-prime-minus-lcd,Samsung,Indramayu,None
Charger Samsung Galaxy A9 2018 ORIGINAL Fast Charging USB C,Rp50.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtb6lv-jual-charger-samsung-galaxy-a9-2018-original-fast-charging-usb-c,Samsung,Jakarta Pusat,5
Charger Samsung Galaxy A70 A80 ORIGINAL Super Fast Charging SEIN,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/2ju42fd-jual-charger-samsung-galaxy-a70-a80-original-super-fast-charging-sein,Samsung,Jakarta Pusat,None
Samsung A01 16GB Black n Blue,Rp1.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4fnywi4-jual-samsung-a01-16gb-black-n-blue,Samsung,Jakarta Timur,5
Samsung Galaxy A03s Smartphone Ram 4GB Rom 64GB Garansi Resmi,Rp1.949.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gms347-jual-samsung-galaxy-a03s-smartphone-ram-4gb-rom-64gb-garansi-resmi,Samsung,Jakarta Timur,5
Samsung Galaxy A32 6GB-128GB Garansi Resmi,Rp3.399.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4fe8hcm-jual-samsung-galaxy-a32-6gb-128gb-garansi-resmi,Samsung,Jakarta Timur,5
Samsung Galaxy M21 4 GB 64 GB Garansi Resmi SEIN,Rp2.295.000,https://www.bukalapak.com/p/handphone/hp-smartphone/3byy1jp-jual-samsung-galaxy-m21-4-gb-64-gb-garansi-resmi-sein,Samsung,Jakarta Utara,5
SAMSUNG GALAXY A12 RAM 6GB - 128GB GARANSI RESMI SEIN - BLACK,Rp2.280.000,https://www.bukalapak.com/p/handphone/hp-smartphone/4dxqzmm-jual-samsung-galaxy-a12-ram-6gb-128gb-garansi-resmi-sein-black,Samsung,Jakarta Barat,5
samsung,Rp1.200.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/44gi2w0-jual-samsung,Samsung,Jakarta Selatan,5
Samsung NOTE 9 resmi SEIN Fullset original mulus like new,Rp4.925.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/2733ooh-jual-samsung-note-9-resmi-sein-fullset-original-mulus-like-new,Samsung,Jakarta Barat,4.7
samsung A52s 5G 8gb 256gb Garansi Resmi SEIN 1tahun,Rp5.725.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gjk1s1-jual-samsung-a52s-5g-8gb-256gb-garansi-resmi-sein-1tahun,Samsung,Bandung,None
Charger Samsung Galaxy Note FE Fan Edition C9 Pro ORIGINAL USB C,Rp50.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtb56y-jual-charger-samsung-galaxy-note-fe-fan-edition-c9-pro-original-usb-c,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy J4 J4 Pro J4 Prime 2018 ORIGINAL,Rp37.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtb5xg-jual-charger-samsung-galaxy-j4-j4-pro-j4-prime-2018-original,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy Note 20 Note 20 Ultra ORIGINAL C To C 25 Watt,Rp130.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtfso4-jual-charger-samsung-galaxy-note-20-note-20-ultra-original-c-to-c-25-watt,Samsung,Jakarta Pusat,None
Samsung A12 4 128GB Resmi,Rp2.200.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gj7owp-jual-samsung-a12-4-128gb-resmi,Samsung,Bogor,None
samsung m52 5g RESMI SAMSUNG,Rp4.498.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gxxe8m-jual-samsung-m52-5g-resmi-samsung,Samsung,Jakarta Utara,None
Samsung Galaxy M52 5G Ram 8GB Rom 128GB Garansi Resmi,Rp4.299.140,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gscnps-jual-samsung-galaxy-m52-5g-ram-8gb-rom-128gb-garansi-resmi,Samsung,Kab. Tangerang,5
Samsung j2,Rp2.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4c9t68g-jual-samsung-j2,Samsung,Tangerang,5
Kabel Data Samsung Galaxy A71 Note 10 Lite S10 Lite Original Sein Super Fast Charging USB C To C,Rp180.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/2ssbkt7-jual-kabel-data-samsung-galaxy-a71-note-10-lite-s10-lite-original-sein-super-fast-charging-usb-c-to-c,Samsung,Jakarta Barat,None
Charger Samsung Galaxy A20 A30 Original Sein Fast Charging Type C,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/1hmzvmj-jual-charger-samsung-galaxy-a20-a30-original-sein-fast-charging-type-c,Samsung,Jakarta Barat,None
SAMSUNG GALAXY A01,Rp1.450.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gxfcea-jual-samsung-galaxy-a01,Samsung,Surabaya,5
SAMSUNG GALAXY A32 SERIES GARANSI RESMI,Rp3.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4e8irfy-jual-samsung-galaxy-a32-series-garansi-resmi,Samsung,Bandung,5
Samsung A03s Ram 4-64 GB Battrey 5000 maH Helio P35 Garansi Resmi,Rp1.999.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4ggif4d-jual-samsung-a03s-ram-4-64-gb-battrey-5000-mah-helio-p35-garansi-resmi,Samsung,Bandung,5
SAMSUNG GALAXY A10,Rp2.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4ghn0c7-jual-samsung-galaxy-a10,Samsung,Kab. Bekasi,4.7
SAMSUNG A 01,Rp1.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4c8bfqg-jual-samsung-a-01,Samsung,Kab. Sukabumi,5
SAMSUNG A71,Rp5.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/38p8etp-jual-samsung-a71,Samsung,Bandung,5
Samsung S21 Plus 256GB - Garansi RESMI,Rp12.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4cuk1qs-jual-samsung-s21-plus-256gb-garansi-resmi,Samsung,Depok,5
Samsung Galaxy J1 Mini SM-J1O5 - Garansi Resmi 1 Tahun SEIN,Rp1.525.900,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/40l6rw-jual-samsung-galaxy-j1-mini-sm-j1o5-garansi-resmi-1-tahun-sein,Samsung,Bekasi,None
Samsung s20 ultra,Rp2.650.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4h3ajb1-jual-samsung-s20-ultra,Samsung,Jakarta Selatan,5
Kabel Data Samsung Galaxy Note8 Original Type C Fast Charging,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/bplhrq-jual-kabel-data-samsung-galaxy-note8-original-type-c-fast-charging,Samsung,Jakarta Barat,5
Charger Samsung Galaxy A20s A30s Original Sein Fast Charging USB Type C,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/2gvfjps-jual-charger-samsung-galaxy-a20s-a30s-original-sein-fast-charging-usb-type-c,Samsung,Jakarta Barat,None
Kabel Data Samsung Galaxy M20 Original Fast Charging USB Type C,Rp79.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/17n98v2-jual-kabel-data-samsung-galaxy-m20-original-fast-charging-usb-type-c,Samsung,Jakarta Barat,None
Frame Lcd Tulang Tengah Samsung J2 Pro J250,Rp23.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/zyxc2d-jual-frame-lcd-tulang-tengah-samsung-j2-pro-j250,Samsung,Jakarta Barat,4.7
BAZEL CASING - RANGKA CASING BELAKANG SAMSUNG A30 - A305,Rp38.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/24dvgjd-jual-bazel-casing-rangka-casing-belakang-samsung-a30-a305,Samsung,Jakarta Barat,4.8
BACKDOOR - BACK CASING SAMSUNG A7 2018 - A750 WARNA ORI KACA,Rp45.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/2nx8otb-jual-backdoor-back-casing-samsung-a7-2018-a750-warna-ori-kaca,Samsung,Jakarta Barat,4.9
Flexibel Flexible Home Samsung J6 2018 J600 A6 2018 A600 Finger Print Sidik Jari,Rp40.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/19vexp3-jual-flexibel-flexible-home-samsung-j6-2018-j600-a6-2018-a600-finger-print-sidik-jari,Samsung,Jakarta Barat,5
Samsung A01,Rp1.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/3yr0p6y-jual-samsung-a01,Samsung,Medan,5
samsung A01core,Rp1.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g9ra11-jual-samsung-a01core,Samsung,Semarang,5
Samsung galaxy A7 2018 resmi indonesia mantap,Rp1.450.000,https://www.bukalapak.com/p/handphone/hp-smartphone/3pz0aao-jual-samsung-galaxy-a7-2018-resmi-indonesia-mantap,Samsung,Bekasi,5
Charger Samsung Galaxy Z Flip 3 ORIGINAL Super Fast 25 Watt SEIN,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gndzka-jual-charger-samsung-galaxy-z-flip-3-original-super-fast-25-watt-sein,Samsung,Jakarta Pusat,None
mainboard Samsung Ua32H5100AW,Rp300.000,https://www.bukalapak.com/p/elektronik/televisi/tv-lcd-led/4h3avzv-jual-mainboard-samsung-ua32h5100aw,Samsung,Bandung,None
Charger Samsung A52 A72 ORIGINAL Super Fast Charging C To C 25 Watt,Rp130.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtfu7m-jual-charger-samsung-a52-a72-original-super-fast-charging-c-to-c-25-watt,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy A5 A7 2017 ORIGINAL Fast Charging SEIN,Rp100.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtb1qv-jual-charger-samsung-galaxy-a5-a7-2017-original-fast-charging-sein,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy A21s M21 A31 ORIGINAL Fast Charging SEIN,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/3g89h8u-jual-charger-samsung-galaxy-a21s-m21-a31-original-fast-charging-sein,Samsung,Jakarta Pusat,5
Charger Samsung Galaxy Note FE Fan Edition C9 Pro ORIGINAL SEIN,Rp100.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gtb50p-jual-charger-samsung-galaxy-note-fe-fan-edition-c9-pro-original-sein,Samsung,Jakarta Pusat,None
Charger Samsung Galaxy Z Flip 3 ORIGINAL Sein Super Fast Charging Type C 25 Watt,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gpccv1-jual-charger-samsung-galaxy-z-flip-3-original-sein-super-fast-charging-type-c-25-watt,Samsung,Jakarta Barat,None
Charger Samsung Galaxy Z Fold 2 ORIGINAL Sein Super Fast Charging Type C To C 25Watt,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gpq9hs-jual-charger-samsung-galaxy-z-fold-2-original-sein-super-fast-charging-type-c-to-c-25watt,Samsung,Jakarta Barat,None
Kabel Data Samsung Galaxy A20s A30s Original Sein Fast Charging USB Type C,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/2gvh6wm-jual-kabel-data-samsung-galaxy-a20s-a30s-original-sein-fast-charging-usb-type-c,Samsung,Jakarta Barat,None
Kabel Data Samsung Galaxy A20 A30 Original Sein Fast Charging,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/1hn4e85-jual-kabel-data-samsung-galaxy-a20-a30-original-sein-fast-charging,Samsung,Jakarta Barat,None
Charger Samsung Galaxy Note8 Original SEIN Fast Charging Type C,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/bywv2h-jual-charger-samsung-galaxy-note8-original-sein-fast-charging-type-c,Samsung,Jakarta Barat,5
Samsung M22 6GB 128GB Garansi Resmi,Rp2.799.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gx2wt1-jual-samsung-m22-6gb-128gb-garansi-resmi,Samsung,Semarang,5
SAMSUNG Galaxy A22LTE,Rp2.999.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gbppfv-jual-samsung-galaxy-a22lte,Samsung,Padang,5
SAMSUNG GALAXY A71 GARANSI RESMI SAMSUNG,Rp4.099.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g48umv-jual-samsung-galaxy-a71-garansi-resmi-samsung,Samsung,Tangerang Selatan,None
Charger Samsung Galaxy S21 S21 Plus S21 Ultra Original Sein Super Fast Charging 25 Watt,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/49f14dk-jual-charger-samsung-galaxy-s21-s21-plus-s21-ultra-original-sein-super-fast-charging-25-watt,Samsung,Jakarta Barat,None
Samsung Galaxy A50 - Second,Rp2.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g5ltaa-jual-samsung-galaxy-a50-second,Samsung,Karawang,5
samsung galaxy s10 Prism White second fullset terawat,Rp3.898.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/2bbg5r3-jual-samsung-galaxy-s10-prism-white-second-fullset-terawat,Samsung,Jakarta Utara,5
Samsung A32 4gm,Rp4.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gbaomp-jual-samsung-a32-4gm,Samsung,Jakarta Barat,5
SAMAUNG GALAXY A12 RESMI RAM4 ROM128 GB,Rp2.150.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gatcam-jual-samaung-galaxy-a12-resmi-ram4-rom128-gb,Samsung,Jakarta Pusat,5
Samsung S20 FE Processor Snapdragon 865 - Garansi Resmi,Rp7.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g7bthy-jual-samsung-s20-fe-processor-snapdragon-865-garansi-resmi,Samsung,Jakarta Timur,5
NEW Samsung A22 Versi 5G Dimensity 700 QuadCam 48Mp Ram 6Gb 128Gb Bandung Antapani DSK,Rp3.199.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g18hsg-jual-new-samsung-a22-versi-5g-dimensity-700-quadcam-48mp-ram-6gb-128gb-bandung-antapani-dsk,Samsung,Bandung,5
Kabel Data Samsung Galaxy S21 S21 Plus S21 Ultra Original Sein Super Fast Charging Type C,Rp180.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/49ezzxb-jual-kabel-data-samsung-galaxy-s21-s21-plus-s21-ultra-original-sein-super-fast-charging-type-c,Samsung,Jakarta Barat,None
Kabel Data Samsung Galaxy Note 10 Note 10 Plus Original Sein Super Fast Charging Type C To C,Rp180.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/2jsk443-jual-kabel-data-samsung-galaxy-note-10-note-10-plus-original-sein-super-fast-charging-type-c-to-c,Samsung,Jakarta Barat,None
Charger samsung galaxy Note 8 Original SEIN Fast Charging USB Type C,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/2moq0sn-jual-charger-samsung-galaxy-note-8-original-sein-fast-charging-usb-type-c,Samsung,Jakarta Barat,None
Charger Samsung Galaxy Z Fold 3 ORIGINAL Sein Super Fast Charging Type C 25 Watt,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gpccxa-jual-charger-samsung-galaxy-z-fold-3-original-sein-super-fast-charging-type-c-25-watt,Samsung,Jakarta Barat,None
Samsung A32 ram 6gb rom 128Gb Garansi Resmi,Rp3.600.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4goalos-jual-samsung-a32-ram-6gb-rom-128gb-garansi-resmi,Samsung,Jakarta Utara,None
samsung a12,Rp2.299.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4edr0kd-jual-samsung-a12,Samsung,Bandung,5
Kabel Data Samsung Galaxy Note 9 Original SEIN Fast Charging USB Type C,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/lwosk2-jual-kabel-data-samsung-galaxy-note-9-original-sein-fast-charging-usb-type-c,Samsung,Jakarta Barat,5
Charger Casan Samsung Galaxy USB C Original Sein Super Fast Charging Type C 25Watt,Rp450.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/3rm57lb-jual-charger-casan-samsung-galaxy-usb-c-original-sein-super-fast-charging-type-c-25watt,Samsung,Jakarta Barat,None
Charger Samsung Galaxy Fold ORIGINAL Sein Fast Charging Type C,Rp340.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/charger-177/4gpqa74-jual-charger-samsung-galaxy-fold-original-sein-fast-charging-type-c,Samsung,Jakarta Barat,None
Kabel Data Samsung Galaxy A72 ORIGINAL Sein Super Fast Charging Type C To C,Rp180.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/4e9wv7j-jual-kabel-data-samsung-galaxy-a72-original-sein-super-fast-charging-type-c-to-c,Samsung,Jakarta Barat,None
GLASS LCD - KACA TOUCHSCREEN SAMSUNG S8 PLUS G955,Rp62.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/3yz2kgj-jual-glass-lcd-kaca-touchscreen-samsung-s8-plus-g955,Samsung,Jakarta Barat,5
SAMSUNG 022 3 32GB,Rp1.499.999,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gie48d-jual-samsung-022-3-32gb,Samsung,Jakarta Pusat,5
Samsung A32 6Gb internal 128Gb resmi sein,Rp3.400.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gbg0p4-jual-samsung-a32-6gb-internal-128gb-resmi-sein,Samsung,Surabaya,5
Samsung Galaxy S21 5G Phantom Grey 8GB 256GB,Rp11.650.000,https://www.bukalapak.com/p/handphone/hp-smartphone/4be9ora-jual-samsung-galaxy-s21-5g-phantom-grey-8gb-256gb,Samsung,Jakarta Pusat,5
samsung A22 5G QuadCam 48Mp Ram 6Gb 128Gb RESMI,Rp3.199.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gee46j-jual-samsung-a22-5g-quadcam-48mp-ram-6gb-128gb-resmi,Samsung,Bandung,5
Kabel Data Samsung Galaxy S9 S9 Plus Original SEIN Fast Charging,Rp160.000,https://www.bukalapak.com/p/handphone/aksesoris-handphone/kabel-data/gg73jl-jual-kabel-data-samsung-galaxy-s9-s9-plus-original-sein-fast-charging,Samsung,Jakarta Barat,5
samsung a52 ram 8 per 128 new grs resmi sein,Rp4.575.000,https://www.bukalapak.com/p/handphone/hp-smartphone/4eqszna-jual-samsung-a52-ram-8-per-128-new-grs-resmi-sein,Samsung,Jakarta Pusat,5
Samsung M12 Ram 4-64 Gb Garansi Resmi,Rp1.899.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4fyyn4y-jual-samsung-m12-ram-4-64-gb-garansi-resmi,Samsung,Jakarta Barat,5
SIMTRAY - TEMPAT SIMCARD SAMSUNG M10 - M105 SLOT SIMCARD SIM TRAY,Rp15.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/286plzd-jual-simtray-tempat-simcard-samsung-m10-m105-slot-simcard-sim-tray,Samsung,Jakarta Barat,4.6
SIMTRAY - TEMPAT SIMCARD SAMSUNG S9 G960 - S9 PLUS G965 SLOT SIMCARD DUAL SIM,Rp13.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/28d126i-jual-simtray-tempat-simcard-samsung-s9-g960-s9-plus-g965-slot-simcard-dual-sim,Samsung,Jakarta Barat,4.5
SIMTRAY - TEMPAT SIMCARD SAMSUNG J4 PLUS J415 - J6 PLUS J610 SLOT SIMCARD,Rp12.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/28d1fz6-jual-simtray-tempat-simcard-samsung-j4-plus-j415-j6-plus-j610-slot-simcard,Samsung,Jakarta Barat,5
BACKDOOR samsung G313 atau galaxy V atau tutup belakang G313,Rp15.000,https://www.bukalapak.com/p/handphone/spare-part-tools-handphone/1050vb6-jual-backdoor-samsung-g313-atau-galaxy-v-atau-tutup-belakang-g313,Samsung,Jakarta Barat,4.5
SAMSUNG S10 8/128 gb SECOND,Rp3.600.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gx9sts-jual-samsung-s10-8-128-gb-second,Samsung,Bandung,5
SAMSUNG Galaxy M21 4-64GB - 4GB  64GB - Garansi Resmi SEIN - Hijau,Rp7.000.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4b0ef31-jual-samsung-galaxy-m21-4-64gb-4gb-64gb-garansi-resmi-sein-hijau,Samsung,Jakarta Utara,5
Samsung Flip Jadul,Rp20.000,https://www.bukalapak.com/p/handphone/hp-smartphone/feature-phone/4h2d09d-jual-samsung-flip-jadul,Samsung,Cirebon,None
Samsung Galaxy A52 Ram 8Gb Rom 128Gb Mulus Fullset Garansi Sein,Rp3.985.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g4fsqv-jual-samsung-galaxy-a52-ram-8gb-rom-128gb-mulus-fullset-garansi-sein,Samsung,Jakarta Selatan,5
PROMO 4IN1 Case SAMSUNG A03S HardCase Shockproof Transparan Protect Kamera,Rp24.700,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4h0gm6y-jual-promo-4in1-case-samsung-a03s-hardcase-shockproof-transparan-protect-kamera,Samsung,Jakarta Pusat,5
Samsung A52s 5G,Rp6.299.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4gv8ovd-jual-samsung-a52s-5g,Samsung,Surabaya,5
samsung A72 8/128,Rp5.400.000,https://www.bukalapak.com/p/handphone/hp-smartphone/iphone/4h0btx4-jual-samsung-a72-8-128,Samsung,Bogor,5
Samsung Galaxy A02 RAM 3GB ROM 32GB,Rp1.450.000,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4caazyp-jual-samsung-galaxy-a02-ram-3gb-rom-32gb,Samsung,Kab. Bogor,5
Samsung A22 5G 6 128 GB,Rp3.500.000,https://www.bukalapak.com/p/handphone/hp-smartphone/iphone/4gv0ldp-jual-samsung-a22-5g-6-128-gb,Samsung,Kab. Tangerang,5
Samsung A12 Ram 6GB Internal 128GB,Rp2.349.500,https://www.bukalapak.com/p/handphone/hp-smartphone/hp-android/4g3a1cs-jual-samsung-a12-ram-6gb-internal-128gb,Samsung,Bogor,5
